Country,EPSI,Date,ECPI,CCPI,GSCPI
Hungary,1.5,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,1.75,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,1.1666666,2002-01-31,,,
Australia,1.0,2002-01-31,,,
Australia,6.0,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,1.0,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,2.0,2002-01-31,,,
Australia,1.1388888,2002-01-31,,,
Australia,0.0,2002-01-31,,,
Australia,4.0,2002-01-31,,,
Australia,1.0,2002-01-31,,,
Australia,0.5,2002-01-31,,,
Germany,6.0,2002-01-31,,,
Germany,1.0,2002-01-31,,,
Germany,0.0,2002-01-31,,,
Germany,2.4166667,2002-01-31,,,
Germany,0.0,2002-01-31,,,
Germany,5.0,2002-01-31,,,
Germany,0.0,2002-01-31,,,
Germany,1.0,2002-01-31,,,
Germany,5.0,2002-01-31,,,
Germany,6.0,2002-01-31,,,
Germany,0.0,2002-01-31,,,
Germany,5.25,2002-01-31,,,
Germany,1.0,2002-01-31,,,
Germany,1.0,2002-01-31,,,
Germany,5.0,2002-01-31,,,
Germany,0.0,2002-01-31,,,
Germany,1.0,2002-01-31,,,
Norway,4.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,5.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,4.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,2.3611112,2002-01-31,,,
Norway,5.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,1.3333334,2002-01-31,,,
Norway,2.0,2002-01-31,,,
Norway,4.75,2002-01-31,,,
Norway,4.0,2002-01-31,,,
Norway,5.0,2002-01-31,,,
Norway,0.0,2002-01-31,,,
Norway,1.0,2002-01-31,,,
Slovak Republic,1.0,2002-01-31,,,
Slovak Republic,2.0,2002-01-31,,,
Slovak Republic,0.0,2002-01-31,,,
Slovak Republic,5.0,2002-01-31,,,
Slovak Republic,0.0,2002-01-31,,,
Slovak Republic,0.0,2002-01-31,,,
Slovak Republic,0.0,2002-01-31,,,
Slovak Republic,1.4166666,2002-01-31,,,
Slovak Republic,1.0,2002-01-31,,,
Slovak Republic,3.0,2002-01-31,,,
Slovak Republic,1.0,2002-01-31,,,
Slovak Republic,2.75,2002-01-31,,,
Slovak Republic,1.0,2002-01-31,,,
Slovak Republic,4.0,2002-01-31,,,
Slovak Republic,1.0,2002-01-31,,,
Slovak Republic,0.0,2002-01-31,,,
Slovak Republic,0.5,2002-01-31,,,
Korea,1.0,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,1.0,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,4.0,2002-01-31,,,
Korea,1.3888888,2002-01-31,,,
Korea,6.0,2002-01-31,,,
Korea,1.0,2002-01-31,,,
Korea,1.1666666,2002-01-31,,,
Korea,4.0,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,1.0,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,2.5,2002-01-31,,,
Korea,0.0,2002-01-31,,,
Korea,0.5,2002-01-31,,,
Austria,1.0,2002-01-31,,,
Austria,0.0,2002-01-31,,,
Austria,1.0,2002-01-31,,,
Austria,5.0,2002-01-31,,,
Austria,1.0,2002-01-31,,,
Austria,0.0,2002-01-31,,,
Austria,5.0,2002-01-31,,,
Austria,0.0,2002-01-31,,,
Austria,1.8888888,2002-01-31,,,
Austria,0.0,2002-01-31,,,
Austria,0.66666669,2002-01-31,,,
Austria,5.0,2002-01-31,,,
Austria,4.0,2002-01-31,,,
Austria,4.0,2002-01-31,,,
Austria,1.0,2002-01-31,,,
Austria,0.0,2002-01-31,,,
Austria,1.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.83333331,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,4.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,6.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,1.0,2002-01-31,,,
Türkiye,1.0,2002-01-31,,,
Türkiye,1.0,2002-01-31,,,
Türkiye,0.0,2002-01-31,,,
Türkiye,0.5,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.52777779,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,5.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,1.25,2002-01-31,,,
Slovenia,2.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.33333334,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
Slovenia,0.0,2002-01-31,,,
South Africa,0.25,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,1.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.25,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,3.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.5,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
South Africa,0.0,2002-01-31,,,
China (People's Republic of),1.0,2002-01-31,,,
China (People's Republic of),0.30555555,2002-01-31,,,
China (People's Republic of),2.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),1.0,2002-01-31,,,
China (People's Republic of),0.75,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.16666667,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
China (People's Republic of),0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,1.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.75,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,1.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.25,2002-01-31,,,
Indonesia,1.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Indonesia,0.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,0.83333331,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,1.0,2002-01-31,,,
Brazil,1.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,0.5,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,6.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,4.0,2002-01-31,,,
Brazil,1.0,2002-01-31,,,
Brazil,0.0,2002-01-31,,,
Brazil,1.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,4.0,2002-01-31,,,
Russia,0.6111111,2002-01-31,,,
Russia,1.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,1.5,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,0.33333334,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,2.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,1.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
Russia,0.0,2002-01-31,,,
India,0.0,2002-01-31,,,
India,1.0,2002-01-31,,,
India,1.0,2002-01-31,,,
India,0.0,2002-01-31,,,
India,1.0,2002-01-31,,,
India,1.0555556,2002-01-31,,,
India,1.0,2002-01-31,,,
India,0.0,2002-01-31,,,
India,0.0,2002-01-31,,,
India,0.66666669,2002-01-31,,,
India,0.0,2002-01-31,,,
India,2.0,2002-01-31,,,
India,4.0,2002-01-31,,,
India,5.0,2002-01-31,,,
India,1.0,2002-01-31,,,
India,0.0,2002-01-31,,,
India,0.5,2002-01-31,,,
Greece,5.0,2003-01-31,,,
Greece,0.0,2003-01-31,,,
Greece,1.0,2003-01-31,,,
Greece,1.4722222,2003-01-31,,,
Greece,3.0,2003-01-31,,,
Greece,1.0,2003-01-31,,,
Greece,2.5,2003-01-31,,,
Greece,0.0,2003-01-31,,,
Greece,0.0,2003-01-31,,,
Greece,0.66666669,2003-01-31,,,
Greece,1.0,2003-01-31,,,
Greece,4.0,2003-01-31,,,
Greece,0.0,2003-01-31,,,
Greece,1.0,2003-01-31,,,
Greece,2.0,2003-01-31,,,
Greece,0.0,2003-01-31,,,
Greece,1.25,2003-01-31,,,
Portugal,1.0,2003-01-31,,,
Portugal,5.0,2003-01-31,,,
Portugal,0.83333331,2003-01-31,,,
Portugal,4.0,2003-01-31,,,
Portugal,1.0,2003-01-31,,,
Portugal,0.0,2003-01-31,,,
Portugal,2.2777777,2003-01-31,,,
Portugal,5.0,2003-01-31,,,
Portugal,0.0,2003-01-31,,,
Portugal,5.0,2003-01-31,,,
Portugal,0.0,2003-01-31,,,
Portugal,4.75,2003-01-31,,,
Portugal,0.0,2003-01-31,,,
Portugal,5.0,2003-01-31,,,
Portugal,2.0,2003-01-31,,,
Portugal,0.0,2003-01-31,,,
Portugal,1.25,2003-01-31,,,
France,1.0,2003-01-31,,,
France,2.0833333,2003-01-31,,,
France,5.0,2003-01-31,,,
France,0.0,2003-01-31,,,
France,0.0,2003-01-31,,,
France,0.0,2003-01-31,,,
France,5.0,2003-01-31,,,
France,3.0,2003-01-31,,,
France,4.0,2003-01-31,,,
France,1.0,2003-01-31,,,
France,2.5,2003-01-31,,,
France,1.0,2003-01-31,,,
France,2.0,2003-01-31,,,
France,1.0,2003-01-31,,,
France,1.0,2003-01-31,,,
France,0.0,2003-01-31,,,
France,2.75,2003-01-31,,,
Belgium,1.5555556,2003-01-31,,,
Belgium,1.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,5.0,2003-01-31,,,
Belgium,3.0,2003-01-31,,,
Belgium,2.5,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,0.66666669,2003-01-31,,,
Belgium,3.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,4.0,2003-01-31,,,
Belgium,1.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,0.0,2003-01-31,,,
Belgium,1.5,2003-01-31,,,
Switzerland,5.0,2003-01-31,,,
Switzerland,1.0,2003-01-31,,,
Switzerland,0.0,2003-01-31,,,
Switzerland,0.0,2003-01-31,,,
Switzerland,0.0,2003-01-31,,,
Switzerland,2.25,2003-01-31,,,
Switzerland,3.0,2003-01-31,,,
Switzerland,1.0,2003-01-31,,,
Switzerland,3.5,2003-01-31,,,
Switzerland,3.0,2003-01-31,,,
Switzerland,6.0,2003-01-31,,,
Switzerland,1.0,2003-01-31,,,
Switzerland,0.0,2003-01-31,,,
Switzerland,5.0,2003-01-31,,,
Switzerland,2.0,2003-01-31,,,
Switzerland,0.0,2003-01-31,,,
Switzerland,2.25,2003-01-31,,,
Czech Republic,1.0,2003-01-31,,,
Czech Republic,3.0,2003-01-31,,,
Czech Republic,5.0,2003-01-31,,,
Czech Republic,1.0,2003-01-31,,,
Czech Republic,0.0,2003-01-31,,,
Czech Republic,5.0,2003-01-31,,,
Czech Republic,1.0,2003-01-31,,,
Czech Republic,0.0,2003-01-31,,,
Czech Republic,2.4166667,2003-01-31,,,
Czech Republic,1.0,2003-01-31,,,
Czech Republic,5.0,2003-01-31,,,
Czech Republic,4.0,2003-01-31,,,
Czech Republic,4.75,2003-01-31,,,
Czech Republic,1.0,2003-01-31,,,
Czech Republic,4.0,2003-01-31,,,
Czech Republic,0.0,2003-01-31,,,
Czech Republic,1.5,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,2.75,2003-01-31,,,
Japan,4.0,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,5.0,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,5.0,2003-01-31,,,
Japan,4.25,2003-01-31,,,
Japan,6.0,2003-01-31,,,
Japan,1.0,2003-01-31,,,
Japan,4.0,2003-01-31,,,
Japan,4.0,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,0.0,2003-01-31,,,
Japan,1.0,2003-01-31,,,
Japan,3.0,2003-01-31,,,
Denmark,1.0,2003-01-31,,,
Denmark,4.75,2003-01-31,,,
Denmark,0.0,2003-01-31,,,
Denmark,2.1666667,2003-01-31,,,
Denmark,5.0,2003-01-31,,,
Denmark,1.0,2003-01-31,,,
Denmark,5.0,2003-01-31,,,
Denmark,4.0,2003-01-31,,,
Denmark,1.0,2003-01-31,,,
Denmark,0.0,2003-01-31,,,
Denmark,2.6388888,2003-01-31,,,
Denmark,6.0,2003-01-31,,,
Denmark,5.0,2003-01-31,,,
Denmark,2.0,2003-01-31,,,
Denmark,5.0,2003-01-31,,,
Denmark,0.0,2003-01-31,,,
Denmark,1.0,2003-01-31,,,
Italy,1.0,2003-01-31,,,
Italy,2.0,2003-01-31,,,
Italy,1.0,2003-01-31,,,
Italy,1.9166666,2003-01-31,,,
Italy,3.0,2003-01-31,,,
Italy,5.0,2003-01-31,,,
Italy,2.5,2003-01-31,,,
Italy,0.0,2003-01-31,,,
Italy,1.0,2003-01-31,,,
Italy,0.0,2003-01-31,,,
Italy,0.0,2003-01-31,,,
Italy,2.0,2003-01-31,,,
Italy,5.0,2003-01-31,,,
Italy,3.0,2003-01-31,,,
Italy,1.5,2003-01-31,,,
Italy,1.0,2003-01-31,,,
Italy,1.75,2003-01-31,,,
Spain,2.0,2003-01-31,,,
Spain,0.66666669,2003-01-31,,,
Spain,3.0,2003-01-31,,,
Spain,0.0,2003-01-31,,,
Spain,2.5,2003-01-31,,,
Spain,1.0,2003-01-31,,,
Spain,4.0,2003-01-31,,,
Spain,1.0,2003-01-31,,,
Spain,0.0,2003-01-31,,,
Spain,1.0,2003-01-31,,,
Spain,0.0,2003-01-31,,,
Spain,5.0,2003-01-31,,,
Spain,0.0,2003-01-31,,,
Spain,1.4722222,2003-01-31,,,
Spain,1.0,2003-01-31,,,
Spain,0.0,2003-01-31,,,
Spain,1.25,2003-01-31,,,
Sweden,4.0,2003-01-31,,,
Sweden,0.0,2003-01-31,,,
Sweden,6.0,2003-01-31,,,
Sweden,3.0833333,2003-01-31,,,
Sweden,5.0,2003-01-31,,,
Sweden,6.0,2003-01-31,,,
Sweden,5.0,2003-01-31,,,
Sweden,0.0,2003-01-31,,,
Sweden,0.0,2003-01-31,,,
Sweden,4.75,2003-01-31,,,
Sweden,5.0,2003-01-31,,,
Sweden,0.0,2003-01-31,,,
Sweden,4.0,2003-01-31,,,
Sweden,3.0,2003-01-31,,,
Sweden,3.0,2003-01-31,,,
Sweden,2.0,2003-01-31,,,
Sweden,1.5,2003-01-31,,,
United Kingdom,2.1388888,2003-01-31,,,
United Kingdom,5.0,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,5.0,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,4.75,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,5.0,2003-01-31,,,
United Kingdom,6.0,2003-01-31,,,
United Kingdom,1.0,2003-01-31,,,
United Kingdom,1.1666666,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,4.0,2003-01-31,,,
United Kingdom,0.0,2003-01-31,,,
United Kingdom,1.0,2003-01-31,,,
United Kingdom,0.5,2003-01-31,,,
Poland,1.0,2003-01-31,,,
Poland,5.0,2003-01-31,,,
Poland,1.0,2003-01-31,,,
Poland,1.2777778,2003-01-31,,,
Poland,1.0,2003-01-31,,,
Poland,0.0,2003-01-31,,,
Poland,1.3333334,2003-01-31,,,
Poland,3.0,2003-01-31,,,
Poland,0.0,2003-01-31,,,
Poland,2.5,2003-01-31,,,
Poland,0.0,2003-01-31,,,
Poland,4.0,2003-01-31,,,
Poland,2.0,2003-01-31,,,
Poland,0.0,2003-01-31,,,
Poland,1.0,2003-01-31,,,
Poland,0.0,2003-01-31,,,
Poland,0.0,2003-01-31,,,
United States,1.0,2003-01-31,,,
United States,0.66666669,2003-01-31,,,
United States,2.0,2003-01-31,,,
United States,3.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,1.0,2003-01-31,,,
United States,4.0,2003-01-31,,,
United States,2.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,2.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,0.0,2003-01-31,,,
United States,1.2222222,2003-01-31,,,
United States,1.0,2003-01-31,,,
United States,1.0,2003-01-31,,,
Netherlands,0.0,2003-01-31,,,
Netherlands,1.0,2003-01-31,,,
Netherlands,1.0,2003-01-31,,,
Netherlands,0.0,2003-01-31,,,
Netherlands,5.0,2003-01-31,,,
Netherlands,1.7777778,2003-01-31,,,
Netherlands,0.0,2003-01-31,,,
Netherlands,3.0,2003-01-31,,,
Netherlands,1.0,2003-01-31,,,
Netherlands,0.83333331,2003-01-31,,,
Netherlands,3.0,2003-01-31,,,
Netherlands,0.0,2003-01-31,,,
Netherlands,3.0,2003-01-31,,,
Netherlands,2.0,2003-01-31,,,
Netherlands,5.0,2003-01-31,,,
Netherlands,0.0,2003-01-31,,,
Netherlands,1.5,2003-01-31,,,
Ireland,5.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,1.0,2003-01-31,,,
Ireland,4.75,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,0.66666669,2003-01-31,,,
Ireland,4.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,4.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,5.0,2003-01-31,,,
Ireland,1.9722222,2003-01-31,,,
Ireland,5.0,2003-01-31,,,
Ireland,0.0,2003-01-31,,,
Ireland,0.5,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,4.0,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,5.0,2003-01-31,,,
Finland,2.0,2003-01-31,,,
Finland,5.0,2003-01-31,,,
Finland,2.4166667,2003-01-31,,,
Finland,5.0,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,4.75,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,1.0,2003-01-31,,,
Finland,3.0,2003-01-31,,,
Finland,4.0,2003-01-31,,,
Finland,0.0,2003-01-31,,,
Finland,1.5,2003-01-31,,,
Canada,0.16666667,2003-01-31,,,
Canada,2.0,2003-01-31,,,
Canada,1.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,4.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,4.0,2003-01-31,,,
Canada,5.0,2003-01-31,,,
Canada,1.8888888,2003-01-31,,,
Canada,5.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,4.5,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,0.0,2003-01-31,,,
Canada,1.0,2003-01-31,,,
Hungary,5.0,2003-01-31,,,
Hungary,5.0,2003-01-31,,,
Hungary,0.83333331,2003-01-31,,,
Hungary,1.0,2003-01-31,,,
Hungary,4.0,2003-01-31,,,
Hungary,3.0,2003-01-31,,,
Hungary,5.0,2003-01-31,,,
Hungary,0.0,2003-01-31,,,
Hungary,5.0,2003-01-31,,,
Hungary,4.75,2003-01-31,,,
Hungary,2.3611112,2003-01-31,,,
Hungary,0.0,2003-01-31,,,
Hungary,0.0,2003-01-31,,,
Hungary,0.0,2003-01-31,,,
Hungary,1.0,2003-01-31,,,
Hungary,0.0,2003-01-31,,,
Hungary,1.5,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,1.75,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,1.1666666,2003-01-31,,,
Australia,1.0,2003-01-31,,,
Australia,6.0,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,1.0,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,2.0,2003-01-31,,,
Australia,1.1388888,2003-01-31,,,
Australia,0.0,2003-01-31,,,
Australia,4.0,2003-01-31,,,
Australia,1.0,2003-01-31,,,
Australia,0.5,2003-01-31,,,
Germany,6.0,2003-01-31,,,
Germany,2.0,2003-01-31,,,
Germany,0.0,2003-01-31,,,
Germany,2.6666667,2003-01-31,,,
Germany,0.0,2003-01-31,,,
Germany,5.0,2003-01-31,,,
Germany,0.0,2003-01-31,,,
Germany,1.0,2003-01-31,,,
Germany,5.0,2003-01-31,,,
Germany,6.0,2003-01-31,,,
Germany,0.0,2003-01-31,,,
Germany,5.25,2003-01-31,,,
Germany,2.0,2003-01-31,,,
Germany,1.0,2003-01-31,,,
Germany,5.0,2003-01-31,,,
Germany,0.0,2003-01-31,,,
Germany,1.75,2003-01-31,,,
Norway,4.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,5.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,5.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,2.25,2003-01-31,,,
Norway,5.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,1.5,2003-01-31,,,
Norway,1.0,2003-01-31,,,
Norway,4.75,2003-01-31,,,
Norway,4.0,2003-01-31,,,
Norway,5.0,2003-01-31,,,
Norway,0.0,2003-01-31,,,
Norway,0.5,2003-01-31,,,
Slovak Republic,1.0,2003-01-31,,,
Slovak Republic,2.0,2003-01-31,,,
Slovak Republic,0.0,2003-01-31,,,
Slovak Republic,5.0,2003-01-31,,,
Slovak Republic,0.0,2003-01-31,,,
Slovak Republic,0.0,2003-01-31,,,
Slovak Republic,0.0,2003-01-31,,,
Slovak Republic,1.4722222,2003-01-31,,,
Slovak Republic,1.0,2003-01-31,,,
Slovak Republic,3.0,2003-01-31,,,
Slovak Republic,1.1666666,2003-01-31,,,
Slovak Republic,2.75,2003-01-31,,,
Slovak Republic,1.0,2003-01-31,,,
Slovak Republic,5.0,2003-01-31,,,
Slovak Republic,1.0,2003-01-31,,,
Slovak Republic,0.0,2003-01-31,,,
Slovak Republic,0.5,2003-01-31,,,
Korea,1.0,2003-01-31,,,
Korea,0.0,2003-01-31,,,
Korea,1.0,2003-01-31,,,
Korea,2.0,2003-01-31,,,
Korea,0.0,2003-01-31,,,
Korea,4.0,2003-01-31,,,
Korea,1.8055556,2003-01-31,,,
Korea,6.0,2003-01-31,,,
Korea,1.0,2003-01-31,,,
Korea,1.1666666,2003-01-31,,,
Korea,4.0,2003-01-31,,,
Korea,3.0,2003-01-31,,,
Korea,1.0,2003-01-31,,,
Korea,0.0,2003-01-31,,,
Korea,2.5,2003-01-31,,,
Korea,0.0,2003-01-31,,,
Korea,1.75,2003-01-31,,,
Austria,1.0,2003-01-31,,,
Austria,0.0,2003-01-31,,,
Austria,2.0,2003-01-31,,,
Austria,5.0,2003-01-31,,,
Austria,3.0,2003-01-31,,,
Austria,0.0,2003-01-31,,,
Austria,5.0,2003-01-31,,,
Austria,0.0,2003-01-31,,,
Austria,2.1944444,2003-01-31,,,
Austria,0.0,2003-01-31,,,
Austria,0.83333331,2003-01-31,,,
Austria,5.0,2003-01-31,,,
Austria,5.0,2003-01-31,,,
Austria,4.0,2003-01-31,,,
Austria,1.0,2003-01-31,,,
Austria,0.0,2003-01-31,,,
Austria,1.75,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.83333331,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,4.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,6.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,1.0,2003-01-31,,,
Türkiye,1.0,2003-01-31,,,
Türkiye,1.0,2003-01-31,,,
Türkiye,0.0,2003-01-31,,,
Türkiye,0.5,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.52777779,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,5.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,1.25,2003-01-31,,,
Slovenia,2.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.33333334,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
Slovenia,0.0,2003-01-31,,,
South Africa,0.25,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,1.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.25,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,3.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.5,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
South Africa,0.0,2003-01-31,,,
China (People's Republic of),1.0,2003-01-31,,,
China (People's Republic of),0.3611111,2003-01-31,,,
China (People's Republic of),2.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),1.0,2003-01-31,,,
China (People's Republic of),0.75,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),0.33333334,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
China (People's Republic of),1.0,2003-01-31,,,
China (People's Republic of),0.0,2003-01-31,,,
