,Open,High,Low,Close,Volume,Region,Change In Price (%),Month,Day of Week
2020-03-17,23001.759765625,23401.19921875,22676.4609375,23263.73046875,3637973700,East Asia,1.138915916844338,Mar,Tuesday
2020-03-18,23023.33984375,23425.029296875,22167.419921875,22291.8203125,4217153600,East Asia,-3.177295458497873,Mar,Wednesday
2020-03-19,22221.380859375,22380.33984375,21139.259765625,21709.130859375,5628397600,East Asia,-2.30521227839847,Mar,Thursday
2020-03-20,22147.33984375,22805.0703125,22147.33984375,22805.0703125,4528187900,East Asia,2.9697944466030854,Mar,Friday
2020-03-23,21696.130859375,21696.130859375,21696.130859375,21696.130859375,0,East Asia,0.0,Mar,Monday
2020-03-24,22497.5703125,22753.009765625,22383.25,22663.490234375,3614066700,East Asia,0.7375015149205348,Mar,Tuesday
2020-03-25,23255.91015625,23569.44921875,23062.23046875,23527.189453125,3605374900,East Asia,1.166496151096,Mar,Wednesday
2020-03-26,23604.830078125,23604.830078125,23163.669921875,23352.33984375,2519508100,East Asia,-1.06965495425865,Mar,Thursday
2020-03-27,23768.41015625,23791.19921875,23354.009765625,23484.279296875,2199674300,East Asia,-1.1954138182030936,Mar,Friday
2020-03-30,23020.849609375,23491.509765625,22973.330078125,23175.109375,2553435900,East Asia,0.6700871959225142,Mar,Monday
2020-03-31,23613.26953125,23627.529296875,23238.0390625,23603.48046875,2876326600,East Asia,-0.04145576912610544,Mar,Tuesday
2020-04-01,23365.900390625,23540.009765625,22947.640625,23085.7890625,2879977600,East Asia,-1.1988039127196992,Apr,Wednesday
2020-04-02,22838.669921875,23280.060546875,22756.130859375,23280.060546875,2560937400,East Asia,1.9326459312642972,Apr,Thursday
2020-04-03,23072.94921875,23236.109375,23030.580078125,23236.109375,1870630600,East Asia,0.7071491151959436,Apr,Friday
2020-04-06,23558.830078125,23832.9296875,23271.470703125,23749.119140625,1834036600,East Asia,0.8077186425173484,Apr,Monday
2020-04-07,24093.05078125,24262.009765625,23796.029296875,24253.2890625,2535034600,East Asia,0.6650809094492204,Apr,Tuesday
2020-04-08,24191.3203125,24191.3203125,23897.400390625,23970.369140625,1840854100,East Asia,-0.9133489574805529,Apr,Wednesday
2020-04-09,24181.3203125,24308.689453125,24045.1796875,24300.330078125,1725334600,East Asia,0.4921557801104869,Apr,Thursday
2020-04-14,24347.609375,24546.390625,24283.130859375,24435.400390625,2050447800,East Asia,0.36057345209071473,Apr,Tuesday
2020-04-15,24499.859375,24603.599609375,24090.5,24145.33984375,1906625200,East Asia,-1.4470268005364826,Apr,Wednesday
2020-04-16,24025.44921875,24102.91015625,23854.7890625,24006.44921875,1865473400,East Asia,-0.07908280851278307,Apr,Thursday
2020-04-17,24457.830078125,24666.640625,24308.779296875,24380.0,1937579000,East Asia,-0.31822151792039377,Apr,Friday
2020-04-20,24503.560546875,24503.560546875,24225.55078125,24330.01953125,1375091600,East Asia,-0.708227750383534,Apr,Monday
2020-04-21,24247.83984375,24247.83984375,23676.130859375,23793.55078125,2160661700,East Asia,-1.8735238496599325,Apr,Tuesday
2020-04-22,23540.5390625,23939.2890625,23483.310546875,23893.359375,1668362400,East Asia,1.4987775410039,Apr,Wednesday
2020-04-23,23983.650390625,24107.880859375,23806.30078125,23977.3203125,1814344800,East Asia,-0.02639330553064755,Apr,Thursday
2020-04-24,23844.55078125,23957.169921875,23730.490234375,23831.330078125,1301664900,East Asia,-0.05544538559894368,Apr,Friday
2020-04-27,24030.66015625,24318.810546875,24030.5390625,24280.140625,1592713000,East Asia,1.0381756769387547,Apr,Monday
2020-04-28,24401.119140625,24582.66015625,24176.880859375,24575.9609375,1687557300,East Asia,0.7165318765396663,Apr,Tuesday
2020-04-29,24786.01953125,24855.470703125,24549.619140625,24643.58984375,1648009000,East Asia,-0.5746371954578099,Apr,Wednesday
2020-05-04,23895.109375,23897.529296875,23584.94921875,23613.80078125,2556774000,East Asia,-1.1772643068305686,May,Monday
2020-05-05,23755.76953125,23928.44921875,23697.880859375,23868.66015625,1332967300,East Asia,0.4752135048771869,May,Tuesday
2020-05-06,23868.01953125,24235.029296875,23868.01953125,24137.48046875,1890000000,East Asia,1.1289622800383554,May,Wednesday
2020-05-07,24120.810546875,24120.810546875,23913.5,23980.630859375,1317060000,East Asia,-0.5811566208672085,May,Thursday
2020-05-08,24193.359375,24263.73046875,24097.119140625,24230.169921875,1274113200,East Asia,0.15215144909986278,May,Friday
2020-05-11,24470.1796875,24766.830078125,24470.1796875,24602.060546875,1458200000,East Asia,0.5389452021162238,May,Monday
2020-05-12,24358.0,24411.0390625,24136.19921875,24245.6796875,1479628600,East Asia,-0.4611228857049019,May,Tuesday
2020-05-13,24111.669921875,24320.19921875,23979.369140625,24180.30078125,1359038500,East Asia,0.28463752032676737,May,Wednesday
2020-05-14,24038.0703125,24081.189453125,23790.26953125,23829.740234375,1697720800,East Asia,-0.8666672300091685,May,Thursday
2020-05-15,23834.6796875,23985.119140625,23671.609375,23797.470703125,1509478600,East Asia,-0.1561127938904675,May,Friday
2020-05-18,23736.669921875,23952.05078125,23722.169921875,23934.76953125,1645114700,East Asia,0.8345720357026045,May,Monday
2020-05-19,24489.55078125,24552.55078125,24314.44921875,24388.130859375,2022987500,East Asia,-0.41413549305547254,May,Tuesday
2020-05-20,24462.900390625,24514.869140625,24315.75,24399.94921875,1432021300,East Asia,-0.2573332306054968,May,Wednesday
2020-05-21,24528.91015625,24528.91015625,24208.16015625,24280.029296875,1474345000,East Asia,-1.0146429571865214,May,Thursday
2020-05-22,23756.91015625,23756.91015625,22878.259765625,22930.140625,3680989100,East Asia,-3.480122313096732,May,Friday
2020-05-25,22725.69921875,22968.650390625,22519.73046875,22952.240234375,1769029000,East Asia,0.9968494850010631,May,Monday
2020-05-26,23198.33984375,23481.48046875,23165.490234375,23384.66015625,1421148200,East Asia,0.8031622683129097,May,Tuesday
2020-05-27,23515.140625,23515.140625,23134.609375,23301.359375,1837146100,East Asia,-0.9091217161283721,May,Wednesday
2020-05-28,23206.75,23451.779296875,22779.619140625,23132.759765625,2356792600,East Asia,-0.318830660799121,May,Thursday
2020-05-29,22781.109375,23089.76953125,22781.109375,22961.470703125,3621412000,East Asia,0.7917144207337357,May,Friday
2020-06-01,23539.91015625,23806.3203125,23539.91015625,23732.51953125,2569148800,East Asia,0.818224766881113,Jun,Monday
2020-06-02,23792.240234375,23995.939453125,23766.150390625,23995.939453125,1813293900,East Asia,0.8561582126919499,Jun,Tuesday
2020-06-03,24303.560546875,24364.009765625,24219.9609375,24325.619140625,2455118300,East Asia,0.09076280698646988,Jun,Wednesday
2020-06-04,24643.83984375,24643.83984375,24204.099609375,24366.30078125,1888873500,East Asia,-1.126200560706807,Jun,Thursday
2020-06-05,24388.1796875,24810.220703125,24253.560546875,24770.41015625,2397618300,East Asia,1.5672775649832926,Jun,Friday
2020-06-08,25018.05078125,25018.779296875,24678.55078125,24776.76953125,2123439500,East Asia,-0.9644286523745901,Jun,Monday
2020-06-09,24906.009765625,25253.669921875,24837.73046875,25057.220703125,2203396500,East Asia,0.6071263077584578,Jun,Tuesday
2020-06-10,25179.029296875,25303.779296875,24968.30078125,25049.73046875,1971349200,East Asia,-0.5135179223968235,Jun,Wednesday
2020-06-11,24997.83984375,25059.3203125,24480.150390625,24480.150390625,1838958200,East Asia,-2.0709367543789328,Jun,Thursday
2020-06-12,23920.69921875,24317.720703125,23895.029296875,24301.380859375,1824519600,East Asia,1.5914319106801296,Jun,Friday
2020-06-15,23991.380859375,24242.970703125,23684.9609375,23776.94921875,2104538300,East Asia,-0.8937861554609415,Jun,Monday
2020-06-16,24318.150390625,24534.76953125,24302.25,24344.08984375,1611589900,East Asia,0.10666704789768894,Jun,Tuesday
2020-06-17,24363.390625,24532.009765625,24195.8203125,24481.41015625,1278279300,East Asia,0.4844134097201423,Jun,Wednesday
2020-06-18,24386.310546875,24464.939453125,24121.890625,24464.939453125,1811327100,East Asia,0.3224305132129795,Jun,Thursday
2020-06-19,24373.359375,24776.5390625,24334.359375,24643.890625,2390285700,East Asia,1.109946502809484,Jun,Friday
2020-06-22,24528.529296875,24628.94921875,24391.169921875,24511.33984375,1612294200,East Asia,-0.07007942839520338,Jun,Monday
2020-06-23,24541.439453125,24907.33984375,24184.880859375,24907.33984375,1549053700,East Asia,1.49094918137904,Jun,Tuesday
2020-06-24,25034.869140625,25071.3203125,24770.94921875,24781.580078125,1431913700,East Asia,-1.0117451027094788,Jun,Wednesday
2020-06-26,24697.98046875,24756.580078125,24537.76953125,24549.990234375,1509260100,East Asia,-0.5991997384654584,Jun,Friday
2020-06-29,24627.640625,24627.640625,24148.619140625,24301.279296875,1835855400,East Asia,-1.3251830863314784,Jun,Monday
2020-06-30,24468.240234375,24598.609375,24271.76953125,24427.189453125,1892323300,East Asia,-0.16777169447735144,Jun,Tuesday
2020-07-02,24563.5703125,25124.189453125,24563.5703125,25124.189453125,2746546400,East Asia,2.2823194409149474,Jul,Thursday
2020-07-03,25319.279296875,25453.580078125,25182.599609375,25373.119140625,2320568900,East Asia,0.21264366619094532,Jul,Friday
2020-07-06,25545.5390625,26453.609375,25543.150390625,26339.16015625,4883381900,East Asia,3.106691512002615,Jul,Monday
2020-07-07,26571.080078125,26782.619140625,25911.740234375,25975.66015625,3913840700,East Asia,-2.240857052571181,Jul,Tuesday
2020-07-08,26078.609375,26299.83984375,25849.779296875,26129.1796875,2582679500,East Asia,0.19391491230540356,Jul,Wednesday
2020-07-09,26351.130859375,26374.939453125,26016.75,26210.16015625,2452681700,East Asia,-0.5349702214956233,Jul,Thursday
2020-07-10,25931.779296875,26137.91015625,25570.359375,25727.41015625,2142150800,East Asia,-0.7881030386897834,Jul,Friday
2020-07-13,25848.80078125,26103.83984375,25715.240234375,25772.119140625,2127288800,East Asia,-0.29665453834370037,Jul,Monday
2020-07-14,25663.16015625,25663.16015625,25254.3203125,25477.890625,2180279200,East Asia,-0.7219279703746052,Jul,Tuesday
2020-07-15,25888.779296875,25888.779296875,25299.359375,25481.580078125,1849317300,East Asia,-1.572879177038496,Jul,Wednesday
2020-07-16,25549.400390625,25576.490234375,24919.94921875,24970.689453125,1935051700,East Asia,-2.2650666107700514,Jul,Thursday
2020-07-17,25142.060546875,25263.970703125,25015.279296875,25089.169921875,1362500400,East Asia,-0.21036710535872913,Jul,Friday
2020-07-20,25019.599609375,25222.109375,24766.169921875,25057.990234375,1650620500,East Asia,0.15344220370982592,Jul,Monday
2020-07-21,25427.060546875,25635.66015625,25378.380859375,25635.66015625,1752171900,East Asia,0.8203842870096796,Jul,Tuesday
2020-07-22,25575.25,25779.66015625,25057.939453125,25057.939453125,2390051200,East Asia,-2.0226998636376963,Jul,Wednesday
2020-07-23,25235.900390625,25346.359375,24992.369140625,25263.0,1910000000,East Asia,0.10738514955094432,Jul,Thursday
2020-07-24,25040.759765625,25101.099609375,24598.4609375,24705.330078125,3029706400,East Asia,-1.339534785044602,Jul,Friday
2020-07-27,24909.9609375,24972.4609375,24526.91015625,24603.259765625,1491211000,East Asia,-1.2312390719701425,Jul,Monday
2020-07-28,24942.740234375,24942.740234375,24642.349609375,24772.759765625,1358418200,East Asia,-0.681482736671171,Jul,Tuesday
2020-07-29,24710.509765625,24905.439453125,24671.509765625,24883.140625,1080335100,East Asia,0.69861310435266,Jul,Wednesday
2020-07-30,24979.240234375,25197.310546875,24616.05078125,24710.58984375,1779681900,East Asia,-1.0754946431689252,Jul,Thursday
2020-07-31,24747.2890625,24938.849609375,24534.7890625,24595.349609375,1763233900,East Asia,-0.6139640295196475,Jul,Friday
2020-08-03,24566.810546875,24647.279296875,24250.98046875,24458.130859375,2012723100,East Asia,-0.44238419673010626,Aug,Monday
2020-08-04,24664.599609375,25062.41015625,24539.439453125,24946.630859375,1906615900,East Asia,1.143465754428059,Aug,Tuesday
2020-08-05,25029.390625,25167.220703125,24868.2890625,25102.5390625,1477936300,East Asia,0.2922501733899085,Aug,Wednesday
2020-08-06,25201.439453125,25201.439453125,24641.08984375,24930.580078125,1596206100,East Asia,-1.074777397155436,Aug,Thursday
2020-08-07,24909.369140625,24909.369140625,24167.7890625,24531.619140625,1610164700,East Asia,-1.5164976594446256,Aug,Friday
2020-08-10,24376.8203125,24536.009765625,24272.669921875,24377.4296875,1256444100,East Asia,0.0024998133152235747,Aug,Monday
2020-08-11,24662.0390625,25031.5703125,24662.0390625,24890.6796875,1628363900,East Asia,0.9270953809641019,Aug,Tuesday
2020-08-12,24868.630859375,25291.80078125,24685.439453125,25244.01953125,1763950100,East Asia,1.5094866862503034,Aug,Wednesday
2020-08-13,25490.01953125,25490.01953125,25144.4609375,25230.669921875,1761196500,East Asia,-1.017455514528128,Aug,Thursday
2020-08-14,25072.44921875,25378.529296875,25040.55078125,25183.009765625,1429766800,East Asia,0.440964286777054,Aug,Friday
2020-08-17,25212.279296875,25588.669921875,25163.2890625,25347.33984375,1955689100,East Asia,0.5356935217346273,Aug,Monday
2020-08-18,25470.970703125,25470.970703125,25257.880859375,25367.380859375,1534776000,East Asia,-0.4066976675423316,Aug,Tuesday
2020-08-19,25359.029296875,25382.509765625,25079.25,25178.91015625,1132238600,East Asia,-0.7102761644239913,Aug,Wednesday
2020-08-20,25055.349609375,25055.349609375,24621.3203125,24791.390625,1995701500,East Asia,-1.0535034972181512,Aug,Thursday
2020-08-21,25007.130859375,25178.7890625,24885.859375,25113.83984375,1210267900,East Asia,0.42671422393503233,Aug,Friday
2020-08-24,25352.7890625,25551.580078125,25325.150390625,25551.580078125,1352263800,East Asia,0.7840991976659374,Aug,Monday
2020-08-25,25586.990234375,25621.080078125,25352.259765625,25486.220703125,1350837400,East Asia,-0.39383112404764414,Aug,Tuesday
2020-08-26,25520.41015625,25603.169921875,25360.029296875,25491.7890625,1319876200,East Asia,-0.11214981881077109,Aug,Wednesday
2020-08-27,25469.76953125,25469.76953125,25186.419921875,25281.150390625,1701268300,East Asia,-0.7405608456471298,Aug,Thursday
2020-08-28,25330.76953125,25749.400390625,25258.16015625,25422.060546875,2065272600,East Asia,0.36039574523141243,Aug,Friday
2020-08-31,25732.490234375,25847.109375,25177.05078125,25177.05078125,3195378200,East Asia,-2.158514189905378,Aug,Monday
2020-09-01,25085.669921875,25254.140625,24995.44921875,25184.849609375,1729452000,East Asia,0.39536391816075894,Sep,Tuesday
2020-09-02,25239.859375,25239.859375,24931.169921875,25120.08984375,2349955800,East Asia,-0.47452535083706265,Sep,Wednesday
2020-09-03,25026.990234375,25216.01953125,24854.580078125,25007.599609375,2007341100,East Asia,-0.07747885310382487,Sep,Thursday
2020-09-04,24668.80078125,24813.9609375,24488.640625,24695.44921875,3393745100,East Asia,0.1080248599690937,Sep,Friday
2020-09-07,24621.01953125,24908.2890625,24475.609375,24589.650390625,1682872900,East Asia,-0.12740796775367083,Sep,Monday
2020-09-08,24785.259765625,24785.259765625,24341.3203125,24624.33984375,2074591000,East Asia,-0.6492565476282881,Sep,Tuesday
2020-09-09,24295.419921875,24520.919921875,24213.359375,24468.9296875,1749348400,East Asia,0.7141665638336058,Sep,Wednesday
2020-09-10,24584.939453125,24615.599609375,24293.2109375,24313.5390625,1349478000,East Asia,-1.1039294652015188,Sep,Thursday
2020-09-11,24352.630859375,24572.66015625,24293.029296875,24503.310546875,1306598900,East Asia,0.6187409006037352,Sep,Friday
2020-09-14,24569.029296875,24750.94921875,24556.51953125,24640.279296875,1091380700,East Asia,0.2899992471784894,Sep,Monday
2020-09-15,24621.650390625,24826.869140625,24621.650390625,24732.759765625,1733769600,East Asia,0.451266967231028,Sep,Tuesday
2020-09-16,24823.9609375,24829.869140625,24635.240234375,24725.630859375,1303202100,East Asia,-0.39610954260107184,Sep,Wednesday
2020-09-17,24676.41015625,24713.7890625,24250.900390625,24340.849609375,1630900300,East Asia,-1.359843448663094,Sep,Thursday
2020-09-18,24381.130859375,24501.16015625,24295.009765625,24455.41015625,2301812900,East Asia,0.3046589483622669,Sep,Friday
2020-09-21,24483.91015625,24542.55078125,23928.01953125,23950.689453125,1602081500,East Asia,-2.1778412832024094,Sep,Monday
2020-09-22,23839.669921875,23908.509765625,23675.619140625,23716.849609375,1553227700,East Asia,-0.5151930077156879,Sep,Tuesday
2020-09-23,23701.119140625,23795.189453125,23559.990234375,23742.509765625,1642933400,East Asia,0.17463574084590053,Sep,Wednesday
2020-09-24,23537.830078125,23590.419921875,23225.330078125,23311.0703125,1913657500,East Asia,-0.9633843258803211,Sep,Thursday
2020-09-25,23425.75,23495.259765625,23124.25,23235.419921875,1794075400,East Asia,-0.812482324472002,Sep,Friday
2020-09-28,23284.08984375,23523.810546875,23250.33984375,23476.05078125,1446839400,East Asia,0.8244296375257582,Sep,Monday
2020-09-29,23584.609375,23601.400390625,23256.919921875,23275.529296875,1526746600,East Asia,-1.3105159946071823,Sep,Tuesday
2020-09-30,23548.890625,23780.869140625,23368.490234375,23459.05078125,1453016000,East Asia,-0.3815035076625823,Sep,Wednesday
2020-10-05,24039.390625,24039.390625,23674.51953125,23767.779296875,1420427500,East Asia,-1.129859455932028,Oct,Monday
2020-10-06,23895.2109375,24005.029296875,23842.25,23980.650390625,1325452200,East Asia,0.35755889892947296,Oct,Tuesday
2020-10-07,23999.7890625,24243.91015625,23905.419921875,24242.859375,1537076100,East Asia,1.0128018703289383,Oct,Wednesday
2020-10-08,24263.330078125,24263.330078125,24021.9296875,24193.349609375,1182030300,East Asia,-0.2884207094602073,Oct,Thursday
2020-10-09,24343.810546875,24343.810546875,24059.2890625,24119.130859375,1358969500,East Asia,-0.9229437892123342,Oct,Friday
2020-10-12,24217.25,24702.810546875,24196.80078125,24649.6796875,2430403500,East Asia,1.7856267226873408,Oct,Monday
2020-10-14,24808.849609375,24808.849609375,24498.939453125,24667.08984375,2550042800,East Asia,-0.571408057435402,Oct,Wednesday
2020-10-15,24533.75,24573.25,24102.2109375,24158.5390625,2134202800,East Asia,-1.5293664339939879,Oct,Thursday
2020-10-16,24194.41015625,24456.970703125,24194.41015625,24386.7890625,2697525100,East Asia,0.795137823189725,Oct,Friday
2020-10-19,24565.4296875,24771.849609375,24478.470703125,24542.259765625,3605537600,East Asia,-0.09431922083084873,Oct,Monday
2020-10-20,24571.640625,24600.390625,24456.83984375,24569.5390625,1879052000,East Asia,-0.008552796828152374,Oct,Tuesday
2020-10-21,24695.5390625,24903.0,24653.16015625,24754.419921875,1929447200,East Asia,0.2384271071223959,Oct,Wednesday
2020-10-22,24696.310546875,24817.009765625,24556.55078125,24786.130859375,2486871200,East Asia,0.3636993158533375,Oct,Thursday
2020-10-23,24773.119140625,24970.58984375,24683.25,24918.779296875,2368156700,East Asia,0.5879766509140728,Oct,Friday
2020-10-27,24839.970703125,24872.51953125,24602.109375,24787.189453125,2435164600,East Asia,-0.212485153991586,Oct,Tuesday
2020-10-28,24773.5390625,24844.7890625,24586.060546875,24708.80078125,2011940400,East Asia,-0.26132027840945465,Oct,Wednesday
2020-10-29,24290.009765625,24678.900390625,24258.560546875,24586.599609375,1936749000,East Asia,1.2210363297989746,Oct,Thursday
2020-10-30,24535.900390625,24600.5390625,24029.94921875,24107.419921875,2537744200,East Asia,-1.74634092056275,Oct,Friday
2020-11-02,24274.830078125,24486.01953125,24232.66015625,24460.009765625,2355413200,East Asia,0.7628464829785675,Nov,Monday
2020-11-03,24689.560546875,25048.529296875,24689.509765625,24939.73046875,2244353000,East Asia,1.0132619468865534,Nov,Tuesday
2020-11-04,24790.0,25093.720703125,24733.23046875,24886.140625,2305561500,East Asia,0.3878201895925777,Nov,Wednesday
2020-11-05,25500.91015625,25695.919921875,25343.439453125,25695.919921875,2617492000,East Asia,0.7647168843391466,Nov,Thursday
2020-11-06,25750.779296875,25799.970703125,25540.98046875,25712.970703125,2370476000,East Asia,-0.14682504678446093,Nov,Friday
2020-11-09,26157.76953125,26172.23046875,25950.41015625,26016.169921875,2350101500,East Asia,-0.541329065560558,Nov,Monday
2020-11-10,26474.0390625,26474.0390625,26041.869140625,26301.48046875,3847144100,East Asia,-0.6518030488004611,Nov,Tuesday
2020-11-11,26226.80078125,26432.560546875,26168.630859375,26226.98046875,4120773700,East Asia,0.0006851293129448779,Nov,Wednesday
2020-11-12,26409.33984375,26460.939453125,26071.150390625,26169.380859375,2679020500,East Asia,-0.9086140955991688,Nov,Thursday
2020-11-13,26114.599609375,26156.859375,25909.1796875,26156.859375,2435105000,East Asia,0.16182429084545094,Nov,Friday
2020-11-16,26362.0703125,26394.400390625,26191.5390625,26381.669921875,2090236500,East Asia,0.07434776230646244,Nov,Monday
2020-11-17,26515.08984375,26530.5390625,26339.880859375,26415.08984375,2394565600,East Asia,-0.37714373433877496,Nov,Tuesday
2020-11-18,26434.240234375,26618.009765625,26344.859375,26544.2890625,2292758600,East Asia,0.4163116743635131,Nov,Wednesday
2020-11-19,26460.609375,26460.609375,26311.640625,26356.970703125,2413890100,East Asia,-0.39167152353232604,Nov,Thursday
2020-11-20,26406.869140625,26564.25,26313.279296875,26451.5390625,2149354400,East Asia,0.16916023492644439,Nov,Friday
2020-11-23,26659.7890625,26662.66015625,26369.33984375,26486.19921875,2235155500,East Asia,-0.6511298470630951,Nov,Monday
2020-11-24,26630.33984375,26630.33984375,26409.76953125,26588.19921875,2014989400,East Asia,-0.15824291108282715,Nov,Tuesday
2020-11-25,26819.9609375,27040.41015625,26591.30078125,26669.75,2859974400,East Asia,-0.5600714253463853,Nov,Wednesday
2020-11-26,26695.25,26819.44921875,26612.0,26819.44921875,1977652900,East Asia,0.4652483822028264,Nov,Thursday
2020-11-27,26758.490234375,27009.150390625,26704.599609375,26894.6796875,2733597200,East Asia,0.5089579117959567,Nov,Friday
2020-11-30,26853.390625,26960.9296875,26322.6796875,26341.490234375,5742060100,East Asia,-1.9062784203810388,Nov,Monday
2020-12-01,26422.7109375,26662.1796875,26375.240234375,26567.6796875,3564238900,East Asia,0.5486520680747238,Dec,Tuesday
2020-12-02,26670.119140625,26670.119140625,26379.48046875,26532.580078125,3704087400,East Asia,-0.5157047172335086,Dec,Wednesday
2020-12-03,26623.419921875,26781.990234375,26556.01953125,26728.5,2830413900,East Asia,0.3946903832541118,Dec,Thursday
2020-12-04,26811.58984375,26835.919921875,26652.33984375,26835.919921875,3205350200,East Asia,0.09074463046312616,Dec,Friday
2020-12-07,26870.580078125,26870.580078125,26256.400390625,26506.849609375,2806021200,East Asia,-1.353638320023126,Dec,Monday
2020-12-08,26460.349609375,26460.349609375,26270.91015625,26304.560546875,2542680300,East Asia,-0.5887641879259349,Dec,Tuesday
2020-12-09,26510.419921875,26666.939453125,26445.66015625,26502.83984375,2537716200,East Asia,-0.02859282556571395,Dec,Wednesday
2020-12-10,26335.259765625,26434.470703125,26287.01953125,26410.58984375,2000568900,East Asia,0.28604266217767543,Dec,Thursday
2020-12-11,26634.2109375,26704.009765625,26443.009765625,26505.869140625,2497420400,East Asia,-0.4818682151919861,Dec,Friday
2020-12-14,26522.099609375,26544.119140625,26318.109375,26389.51953125,2210976700,East Asia,-0.49988530349284926,Dec,Monday
2020-12-15,26418.9296875,26436.0390625,26127.6796875,26207.2890625,2587144400,East Asia,-0.8010946223159707,Dec,Tuesday
2020-12-16,26421.2109375,26510.189453125,26318.740234375,26460.2890625,2043444500,East Asia,0.147904367791621,Dec,Wednesday
2020-12-17,26608.439453125,26678.380859375,26390.58984375,26678.380859375,2262422800,East Asia,0.2628542210196615,Dec,Thursday
2020-12-18,26650.490234375,26668.099609375,26363.05078125,26498.599609375,3080026700,East Asia,-0.5699355759095367,Dec,Friday
2020-12-21,26422.619140625,26498.650390625,26274.650390625,26306.6796875,2044977300,East Asia,-0.43878864736290324,Dec,Monday
2020-12-22,26260.779296875,26365.19921875,25998.869140625,26119.25,1747533900,East Asia,-0.5389379167884855,Dec,Tuesday
2020-12-23,26083.109375,26343.099609375,26071.759765625,26343.099609375,2009461800,East Asia,0.9967762303070893,Dec,Wednesday
2020-12-24,26342.869140625,26470.400390625,26221.30078125,26386.560546875,1297803000,East Asia,0.1658566726986497,Dec,Thursday
2020-12-28,26288.369140625,26514.080078125,26264.3203125,26314.630859375,2669629600,East Asia,0.09989862288344158,Dec,Monday
2020-12-29,26490.44921875,26618.779296875,26432.91015625,26568.490234375,2304707300,East Asia,0.2946005746469652,Dec,Tuesday
2020-12-30,26695.109375,27159.470703125,26670.970703125,27147.109375,2552802900,East Asia,1.693194036594952,Dec,Wednesday
2020-12-31,27194.7890625,27340.990234375,27163.509765625,27231.130859375,2054705300,East Asia,0.13363514896724527,Dec,Thursday
2021-01-04,27087.130859375,27502.830078125,27079.240234375,27472.810546875,2870443300,East Asia,1.4238484300987315,Jan,Monday
2021-01-05,27281.33984375,27690.2109375,27150.380859375,27649.859375,3282490100,East Asia,1.3508117026533273,Jan,Tuesday
2021-01-06,27613.33984375,27756.4296875,27389.779296875,27692.30078125,3079382600,East Asia,0.2859521446764507,Jan,Wednesday
2021-01-07,27715.939453125,27752.359375,27457.470703125,27548.51953125,3775142800,East Asia,-0.6040564569645978,Jan,Thursday
2021-01-08,27630.029296875,27920.76953125,27538.19921875,27878.220703125,5667284000,East Asia,0.8982668949904836,Jan,Friday
2021-01-11,28003.98046875,28176.650390625,27794.810546875,27908.220703125,4366094600,East Asia,-0.34195055139343333,Jan,Monday
2021-01-12,27894.2890625,28276.75,27781.419921875,28276.75,3399606200,East Asia,1.3711083894020644,Jan,Tuesday
2021-01-13,28309.3203125,28414.5390625,28136.640625,28235.599609375,3559366600,East Asia,-0.2604114203775093,Jan,Wednesday
2021-01-14,28408.119140625,28510.919921875,28280.08984375,28496.859375,3205592600,East Asia,0.3123763102221615,Jan,Thursday
2021-01-15,28394.369140625,28667.58984375,28294.66015625,28573.859375,4485371800,East Asia,0.632133200375267,Jan,Friday
2021-01-18,28454.58984375,28864.25,28390.2890625,28862.76953125,2956444000,East Asia,1.4344950664950664,Jan,Monday
2021-01-19,29100.169921875,29848.4296875,29100.169921875,29642.279296875,4568245300,East Asia,1.862907936467027,Jan,Tuesday
2021-01-20,29794.41015625,29993.470703125,29676.5390625,29962.470703125,3937834200,East Asia,0.5640673736907182,Jan,Wednesday
2021-01-21,29951.779296875,30135.5,29745.869140625,29927.759765625,3004888900,East Asia,-0.08019400454284886,Jan,Thursday
2021-01-22,29809.23046875,29862.890625,29413.51953125,29447.849609375,3381738600,East Asia,-1.2123119372499316,Jan,Friday
2021-01-25,29677.30078125,30191.16015625,29673.259765625,30159.009765625,3066515300,East Asia,1.6231563238370446,Jan,Monday
2021-01-26,29892.849609375,29965.109375,29345.740234375,29391.259765625,4810723600,East Asia,-1.6779592789062552,Jan,Tuesday
2021-01-27,29556.580078125,29636.630859375,29194.369140625,29297.529296875,3808971800,East Asia,-0.8764572239591583,Jan,Wednesday
2021-01-28,28914.849609375,29191.6796875,28467.009765625,28550.76953125,2993470100,East Asia,-1.2591456744321268,Jan,Thursday
2021-01-29,28826.1796875,28972.060546875,28259.73046875,28283.7109375,3196757600,East Asia,-1.8818614047397777,Jan,Friday
2021-02-01,28457.849609375,28982.76953125,28382.259765625,28892.859375,2464276400,East Asia,1.5286108107117578,Feb,Monday
2021-02-02,29378.119140625,29511.0,29198.859375,29248.69921875,2739194600,East Asia,-0.44053168024645256,Feb,Tuesday
2021-02-03,29305.41015625,29312.0,28967.009765625,29307.4609375,2681355500,East Asia,0.006997961260619406,Feb,Wednesday
2021-02-04,29093.5390625,29409.0,28775.380859375,29113.5,3032246200,East Asia,0.06860951999383455,Feb,Thursday
2021-02-05,29305.08984375,29495.640625,29184.08984375,29288.6796875,2675266500,East Asia,-0.055997631597433414,Feb,Friday
2021-02-08,29629.080078125,29706.080078125,29293.640625,29319.470703125,2196734100,East Asia,-1.0449510217112108,Feb,Monday
